9.465868912501962384e-02,8.883483788240779944e-02,9.929233124999999049e-02,9.465868912525189638e-02
9.465866123389621301e-02,9.001508208117017795e-02,9.929233124999999049e-02,9.465821345065524028e-02
9.465919669245548285e-02,9.108528200845066036e-02,9.823260867643793248e-02,9.465766912265587141e-02
9.465964180509718606e-02,9.193581050964236279e-02,9.738208413748637715e-02,9.465722004777402110e-02
9.466000448891612185e-02,9.261019999572130124e-02,9.670769763827682941e-02,9.465685437708569461e-02
9.466028982570083572e-02,9.314431401773269614e-02,9.617358527435675153e-02,9.465656738220966371e-02
9.466051446639722755e-02,9.356673423486200347e-02,9.575116504740266432e-02,9.465634275133806563e-02
9.466068593481516413e-02,9.390024074363338691e-02,9.541765660924195203e-02,9.465617321230943015e-02
9.466081438519556579e-02,9.416298609811245279e-02,9.515490729435567563e-02,9.465604872233626677e-02
9.466090198826386526e-02,9.436944493315697902e-02,9.494844234205968014e-02,9.465596723651942268e-02
9.466095688731394897e-02,9.453115736346831555e-02,9.478672165109319758e-02,9.465592059812449888e-02
9.466098537357184317e-02,9.465731662428218673e-02,9.466055198110057134e-02,9.465590252104534585e-02
9.466099421426323046e-02,9.475524498717194377e-02,9.456261113055987322e-02,9.465590616800491353e-02
9.466098572715368753e-02,9.483077807817838489e-02,9.448706356401516404e-02,9.465592913065271063e-02
9.466096666686003858e-02,9.488856310731885735e-02,9.442926215938862722e-02,9.465596456643241008e-02
9.466093701683225836e-02,9.493229817529537373e-02,9.438550894196617858e-02,9.465601236590613643e-02
9.466089609647694580e-02,9.496492574547807375e-02,9.435286153263500175e-02,9.465607312540993967e-02
9.466084718669877385e-02,9.498878170910690644e-02,9.432898416446704182e-02,9.465614343972722500e-02
9.466079682284271601e-02,9.500573226665824655e-02,9.431201075251274824e-02,9.465621665798625017e-02
9.466074201003085720e-02,9.501725120026080496e-02,9.430046761628850527e-02,9.465629567341979356e-02
9.466068446117097135e-02,9.502451044407590752e-02,9.429318292155694503e-02,9.465637867319612320e-02
9.466062654314101599e-02,9.502844186852962838e-02,9.428922491615777945e-02,9.465646317217152328e-02
9.466056928385012392e-02,9.502978458315354537e-02,9.428785458399058239e-02,9.465654804900569541e-02
9.466051191448185409e-02,9.502912297905287409e-02,9.428848762910732595e-02,9.465663397735789297e-02
9.466045230238666341e-02,9.502691887734981968e-02,9.429066229375647479e-02,9.465672302650698922e-02
9.466039707149802307e-02,9.502353904022664555e-02,9.429401192055898717e-02,9.465680846771629131e-02
9.466034100331879864e-02,9.501927204628643486e-02,9.429824800273467478e-02,9.465689544766003882e-02
9.466028812303196871e-02,9.501433966533065489e-02,9.430314885054652541e-02,9.465697986109078421e-02
9.466023480051523331e-02,9.500892670870159096e-02,9.430852972198268402e-02,9.465706526880045268e-02
9.466018477312780621e-02,9.500317230423144244e-02,9.431425152238218090e-02,9.465714790025851755e-02
9.466013605937860509e-02,9.499718549305598281e-02,9.432020530830913241e-02,9.465722963925621292e-02
9.466008673063638912e-02,9.499105020752539319e-02,9.432630719316593970e-02,9.465731236867221121e-02
9.466004332517159725e-02,9.498483539089624950e-02,9.433248828538333408e-02,9.465738949854878015e-02
9.466000130159595016e-02,9.497859188337831604e-02,9.433869779810565015e-02,9.465746551692003075e-02
9.465996249109909222e-02,9.497235963888719934e-02,9.434489583837185611e-02,9.465753853164178555e-02
9.465992212051975441e-02,9.496616504705922279e-02,9.435105604964862114e-02,9.465761328277234876e-02
9.465988362421162705e-02,9.496003433486265022e-02,9.435715225893064051e-02,9.465768628199502932e-02
9.465984824787523899e-02,9.495398445912205110e-02,9.436316751901266398e-02,9.465775627398999303e-02
9.465981533598881448e-02,9.494802422165857236e-02,9.436909309120841693e-02,9.465782385114414332e-02
9.465978095276197934e-02,9.494216350808476479e-02,9.437491911433654179e-02,9.465789292481666117e-02
9.465975135183946065e-02,9.493640921512769282e-02,9.438063874624404159e-02,9.465795718678875204e-02
9.465972147195862718e-02,9.493076744569578507e-02,9.438624589593798409e-02,9.465802168640753689e-02
9.465969668757762134e-02,9.492523681703697591e-02,9.439174198482913614e-02,9.465808101055621371e-02
9.465967269704329834e-02,9.491981770223358039e-02,9.439712666352931270e-02,9.465813943719376955e-02
9.465964773163783319e-02,9.491451566244837879e-02,9.440239439396858057e-02,9.465819871194515456e-02
9.465962275427040884e-02,9.490932037265339960e-02,9.440755553739627048e-02,9.465825783567986818e-02
9.465960043673726787e-02,9.490423808247942794e-02,9.441260387683282629e-02,9.465831410395042500e-02
9.465957731048645074e-02,9.489926387200915692e-02,9.441754432560489629e-02,9.465837099189942927e-02
9.465955750594626239e-02,9.489439412945423202e-02,9.442238052491462585e-02,9.465842433968484071e-02
9.465953877657327931e-02,9.488963059105721964e-02,9.442711077382953677e-02,9.465847635853992526e-02
9.465952143665264107e-02,9.488496526193070102e-02,9.443174307397733669e-02,9.465852672743928220e-02
9.465950536608049026e-02,9.488040411060627566e-02,9.443627146332891908e-02,9.465857555998426209e-02
9.465949172469653727e-02,9.487594003187189984e-02,9.444070307490309846e-02,9.465862166852841153e-02
9.465947994509875396e-02,9.487156987848027745e-02,9.444504107544456073e-02,9.465866560097635496e-02
9.465946645889286581e-02,9.486729129774397473e-02,9.444928782330516692e-02,9.465871092005793963e-02
9.465945342254730721e-02,9.486310270017392354e-02,9.445344491840755585e-02,9.465875545887117437e-02
9.465943929977015114e-02,9.485900170850092294e-02,9.445751476325181528e-02,9.465880072847705773e-02
9.465942882923997215e-02,9.485498259474484106e-02,9.446150309873842243e-02,9.465884197727671145e-02
9.465941780030712183e-02,9.485104946865688391e-02,9.446540581685790305e-02,9.465888341417803831e-02
9.465940819478825541e-02,9.484719643377441389e-02,9.446922881795187521e-02,9.465892305348540259e-02
9.465939878531688667e-02,9.484342115878273416e-02,9.447297444587547666e-02,9.465896211002486349e-02
9.465939158820355082e-02,9.483972377190685865e-02,9.447664257095111928e-02,9.465899856893841835e-02
9.465938469701291880e-02,9.483610085288221581e-02,9.448023662865655259e-02,9.465903432144825991e-02
9.465937628127656100e-02,9.483255136792445583e-02,9.448375766989403068e-02,9.465907118090489958e-02
9.465936843365581332e-02,9.482907243389386565e-02,9.448720856154356473e-02,9.465910707090670340e-02
9.465936030362567810e-02,9.482566024393770943e-02,9.449059313648602854e-02,9.465914281595051716e-02
9.465935512979938016e-02,9.482232123665265688e-02,9.449390493526309276e-02,9.465917519828481730e-02
9.465935288271734582e-02,9.481904390516293635e-02,9.449715550586273993e-02,9.465920420625692500e-02
9.465934942824563714e-02,9.481583147075829665e-02,9.450034159692556612e-02,9.465923400407044719e-02
9.465934669824395409e-02,9.481268492521313651e-02,9.450346224651251514e-02,9.465926263003034136e-02
9.465934244496863881e-02,9.480959816208772706e-02,9.450652354375339848e-02,9.465929234919016888e-02
9.465933769969188394e-02,9.480657384365974438e-02,9.450952282648608649e-02,9.465932213016223229e-02
9.465933525014286198e-02,9.480360462381774711e-02,9.451246743827802776e-02,9.465934918776131024e-02
9.465933526581502000e-02,9.480069550240230458e-02,9.451535240143271732e-02,9.465937333034989132e-02
9.465933505214770005e-02,9.479784418251541167e-02,9.451818001337640440e-02,9.465939725196043097e-02
9.465933416446732640e-02,9.479504416287543034e-02,9.452095676986006778e-02,9.465942140279712258e-02
9.465933289365180414e-02,9.479230220452405931e-02,9.452367589589555363e-02,9.465944550592853002e-02
9.465933153187092164e-02,9.478961094389717901e-02,9.452634476032442667e-02,9.465946926390741978e-02
9.465933036496364250e-02,9.478697145393137624e-02,9.452896229820047236e-02,9.465949238290445600e-02
9.465932943351271223e-02,9.478438438369045371e-02,9.453152785716766038e-02,9.465951482562910690e-02
9.465933050785280134e-02,9.478184646452561535e-02,9.453404471498409734e-02,9.465953481263741920e-02
9.465933254475002168e-02,9.477935531652116607e-02,9.453651523599028439e-02,9.465955340273847496e-02
9.465933267677315022e-02,9.477691462810718115e-02,9.453893572598372208e-02,9.465957346913589365e-02
9.465933378175819812e-02,9.477451908248166190e-02,9.454131151075480244e-02,9.465959212500529851e-02
9.465933503060539045e-02,9.477216735154395111e-02,9.454364391375032206e-02,9.465961020410029736e-02
9.465933629824871409e-02,9.476986083923590043e-02,9.454593153248301574e-02,9.465962783003230296e-02
9.465933766726115917e-02,9.476759892446062761e-02,9.454817497984220609e-02,9.465964492843594036e-02
9.465933745443629033e-02,9.476538321460334369e-02,9.455037263314280960e-02,9.465966319781750349e-02
9.465933923745212253e-02,9.476320514403391293e-02,9.455253307251269834e-02,9.465967904600121330e-02
9.465934122535532569e-02,9.476107395136397493e-02,9.455464704794473707e-02,9.465969427533592329e-02
9.465933985038767207e-02,9.475898348246090952e-02,9.455672072897261526e-02,9.465971243817875025e-02
9.465934014404435437e-02,9.475693247895905502e-02,9.455875535821957334e-02,9.465972851877696437e-02
9.465934220746212435e-02,9.475491952468438617e-02,9.456075235864194739e-02,9.465974240921148919e-02
9.465934373862439077e-02,9.475294496810514333e-02,9.456271136087976426e-02,9.465975643239064874e-02
9.465934655386129548e-02,9.475100772756324397e-02,9.456463344605363364e-02,9.465976877252178789e-02
9.465934963119977674e-02,9.474910933483515763e-02,9.456651709085729662e-02,9.465978044310771611e-02
9.465935159414751165e-02,9.474725068655721893e-02,9.456836137310908885e-02,9.465979284618612766e-02
9.465935587046213351e-02,9.474542438300410929e-02,9.457017370759579489e-02,9.465980253893790941e-02
9.465935824935500786e-02,9.474363308238926973e-02,9.457195141070509625e-02,9.465981375755058713e-02
9.465936252771138537e-02,9.474187696621989840e-02,9.457369431884962707e-02,9.465982268721903625e-02
9.465936317025783198e-02,9.474015301236483888e-02,9.457540544608729338e-02,9.465983487128998286e-02
